gender,major,program,GPA
Male,B.Tech,ECE,6.804130087383503
Male,B.Tech,ECE,6.216363291179597
Male,B.Tech,CND,7.381669791819087
Male,MS,CSE,7.818788244256791
Male,MS,CHD,7.936947753528862
Female,PhD,CSE,8.663591737181752
Male,MS,ECE,7.734827535826038
Female,B.Tech,ECE,7.528229664475233
Male,PhD,CHD,8.148999480346045
Male,B.Tech,CSE,5.975890052955318
Female,B.Tech,ECE,7.048566794120055
Female,B.Tech,CSE,7.970728726440092
Male,B.Tech,CSE,8.064370175392455
Male,B.Tech,CHD,7.151083782306013
Female,B.Tech,CND,5.788489062107265
Male,B.Tech,CSE,7.839683933866831
Male,B.Tech,ECE,7.430212142761051
Male,MS,CHD,7.808141302091441
Male,MS,CND,7.3251872553597455
Male,B.Tech,CSE,7.075084253441573
Male,MS,CND,7.708813475955052
Male,B.Tech,CSE,5.576961243720994
Male,PhD,CHD,8.002488845874172
Male,B.Tech,CHD,7.415171269096565
Male,B.Tech,CSE,6.529033565560175
Male,MS,CSE,8.79266951175423
Male,B.Tech,ECE,6.999755067539085
Female,B.Tech,CHD,6.619580041158846
Female,MS,CND,8.063439547156566
Male,B.Tech,CSE,7.940276108757414
Female,B.Tech,ECE,7.426795849960922
Male,B.Tech,CSE,8.291165676315764
Female,B.Tech,CSE,8.482323950917836
Female,PhD,ECE,7.797405635921391
Male,MS,ECE,7.87478641118851
Male,B.Tech,ECE,8.692541416672276
Female,B.Tech,ECE,5.4036396381056555
Male,MS,CSE,8.048740675343668
Female,B.Tech,ECE,5.082463775271726
Male,B.Tech,ECE,7.689847056118696
Male,B.Tech,ECE,6.305882431237782
Female,B.Tech,ECE,7.390141727601715
Male,B.Tech,CSE,7.671547196407106
Male,MS,CND,7.461366983014878
Male,B.Tech,CSE,10.0
Male,B.Tech,ECE,9.236045157473164
Male,B.Tech,CSE,7.769598931615448
Male,B.Tech,ECE,6.10983929191914
Male,B.Tech,CND,6.22886218731351
Male,B.Tech,ECE,7.684086809596625
Male,B.Tech,ECE,7.775075198339367
Female,B.Tech,ECE,6.509396678500928
Male,B.Tech,CSE,6.593108157513998
Female,B.Tech,ECE,6.040894793081196
Male,MS,CHD,7.451151493089609
Male,B.Tech,ECE,6.883000595283014
Male,MS,CND,8.10722014644051
Male,MS,ECE,8.907010426236207
Other,B.Tech,CHD,8.75465496948492
Female,B.Tech,CND,6.347376773629294
Male,B.Tech,ECE,6.59944770633567
Female,B.Tech,CSE,6.446845897441491
Male,B.Tech,ECE,7.544258045931248
Female,B.Tech,CHD,5.958126917984839
Female,B.Tech,ECE,7.7588509609865675
Male,B.Tech,CSE,7.1383623101580405
Female,B.Tech,ECE,6.625141149760449
Male,B.Tech,ECE,7.104281440769502
Female,PhD,CND,8.669199967344895
Female,MS,ECE,7.784659055040688
Male,B.Tech,CSE,7.656753172240994
Other,MS,ECE,7.887391092565446
Male,B.Tech,ECE,8.517389374119151
Female,MS,CSE,7.1406373603364575
Female,B.Tech,ECE,8.816086530148494
Female,B.Tech,CSE,6.985847246111207
Female,B.Tech,CSE,7.56004645794635
Female,B.Tech,CHD,5.744428908897636
Female,B.Tech,CSE,7.907554461358798
Male,PhD,CND,8.098420779287586
Male,B.Tech,CSE,6.904895549351123
Male,MS,CHD,7.611017316338711
Male,PhD,CSE,8.530663393657202
Male,B.Tech,ECE,5.6381260500813095
Male,B.Tech,ECE,6.549400035660311
Male,MS,CHD,7.3475220839891175
Female,B.Tech,ECE,6.887143460124795
Male,MS,CSE,7.663922502462899
Male,PhD,CHD,7.869602595964259
Male,B.Tech,CSE,7.367147798771224
Female,B.Tech,CND,7.094848830954068
Female,B.Tech,CHD,6.7832200054906675
Male,MS,CND,7.008130687052209
Male,B.Tech,ECE,8.158135239618634
Female,B.Tech,CSE,6.201467906494649
Female,B.Tech,CSE,6.630981153377737
Male,PhD,ECE,9.373998599330617
Female,MS,CSE,7.152193428235731
Male,B.Tech,ECE,6.426687075949137
Female,MS,CHD,8.099537976861926
Female,MS,CSE,8.121888216455858
Female,B.Tech,ECE,8.786484339232048
Male,B.Tech,CSE,6.170043131083401
Male,B.Tech,ECE,8.392093322124262
Male,B.Tech,CND,5.574351963412544
Male,B.Tech,CHD,7.771345216877355
Male,B.Tech,CND,6.980872716167144
Female,B.Tech,CSE,7.60314201208787
Male,PhD,CSE,8.109000201035245
Female,B.Tech,CSE,6.847095895144953
Male,B.Tech,CSE,7.023312973298191
Male,B.Tech,CHD,7.964775155020067
Female,PhD,CSE,7.139422496166974
Male,B.Tech,CSE,8.357865055764112
Male,B.Tech,CSE,8.047024869802888
Female,B.Tech,CSE,7.996426324028695
Female,B.Tech,CHD,7.6339421383152875
Male,MS,CND,7.8956314279484
Female,B.Tech,CHD,5.607021921881294
Female,MS,CSE,8.124414921765752
Male,B.Tech,CSE,5.999387894055862
Female,B.Tech,ECE,6.7457508228408845
Female,B.Tech,CSE,6.989428768879375
Male,B.Tech,CSE,7.570856164054327
Male,B.Tech,CHD,7.815829965570815
Male,MS,ECE,8.103136036719254
Male,B.Tech,CSE,6.089973349772505
Other,B.Tech,CSE,6.388096742575698
Male,MS,ECE,8.478413958202717
Other,B.Tech,CSE,7.700182702978199
Female,B.Tech,ECE,8.484504240762059
Female,B.Tech,CSE,7.036265448738752
Female,MS,CND,8.423899063825225
Male,B.Tech,ECE,8.355461887827303
Male,B.Tech,ECE,6.212340015721465
Female,PhD,CND,9.131047216231176
Male,B.Tech,ECE,6.259100925374551
Other,B.Tech,ECE,5.672989803288312
Female,B.Tech,CSE,7.154653523222426
Female,B.Tech,CND,8.224791888447523
Male,PhD,CND,7.3149585932219985
Female,B.Tech,ECE,7.427415984933466
Female,PhD,CSE,8.429739722964555
Male,B.Tech,CSE,6.513436380778037
Female,PhD,CSE,8.363161491745766
Female,B.Tech,ECE,6.21360486389568
Male,PhD,CHD,8.337727764583354
Male,B.Tech,CSE,5.597709871111141
Female,B.Tech,CHD,6.936295692766569
Female,B.Tech,ECE,6.924329662561295
Male,B.Tech,ECE,7.152541504210948
Male,MS,CHD,9.127565064219203
Male,B.Tech,CSE,6.837673468198652
Male,B.Tech,CND,6.2618821062200025
Male,B.Tech,CSE,4.119847949103736
Male,B.Tech,CSE,6.971185933480719
Male,B.Tech,CSE,5.717182053683729
Male,MS,CSE,7.869644856194102
Female,B.Tech,CSE,7.139503587665223
Male,MS,ECE,8.248439409710532
Male,B.Tech,CSE,6.77725708230473
Male,B.Tech,CSE,7.737144356294863
Male,B.Tech,CND,7.3732489106624985
Male,B.Tech,CND,8.166994356963011
Female,B.Tech,CND,7.035953643800537
Male,B.Tech,CSE,7.158132234092843
Female,MS,ECE,9.165757697522503
Male,B.Tech,ECE,7.6770824092945675
Male,B.Tech,ECE,6.4581264461246946
Female,B.Tech,CHD,6.1287665590805
Male,B.Tech,CND,7.221398130223925
Male,B.Tech,CND,5.904979945089809
Male,B.Tech,ECE,8.137372389595043
Male,B.Tech,CHD,6.573374408217077
Male,B.Tech,CSE,7.9223491719566645
Male,B.Tech,CHD,5.562685073155519
Male,MS,CSE,7.949970052781896
Male,B.Tech,CND,7.450250290934859
Male,B.Tech,ECE,5.4975771989010545
Male,B.Tech,CSE,5.623874210770466
Male,B.Tech,ECE,6.88324673176715
Male,B.Tech,CSE,4.767658918141804
Female,B.Tech,ECE,7.45114775531135
Female,B.Tech,CSE,6.536007216942097
Male,MS,CSE,7.660304349615251
Female,B.Tech,CHD,5.238086998125754
Male,B.Tech,CSE,7.169243066494176
Male,B.Tech,CND,7.175159641729187
Female,B.Tech,ECE,6.742874978511177
Male,B.Tech,ECE,6.555548740240545
Male,B.Tech,CSE,7.56394822798668
Female,MS,CHD,8.492957020612575
Female,MS,CSE,7.244912412426476
Male,MS,CSE,9.286504602166007
Male,B.Tech,CSE,7.867384604710341
Female,B.Tech,ECE,5.975621614842208
Male,B.Tech,CSE,8.564119768764051
Female,B.Tech,ECE,7.519260880249447
Male,MS,CND,8.538203503695364
Female,B.Tech,ECE,5.911019087354668
Female,PhD,CSE,7.827106663511424
Male,B.Tech,CSE,6.749232450591695
Male,MS,CSE,6.885613733331649
Female,B.Tech,CHD,7.386359976190974
Female,B.Tech,CSE,6.996823436574832
Male,MS,CHD,6.415208343481691
Male,B.Tech,CSE,7.848654385595763
Other,B.Tech,ECE,6.727002060100561
Female,B.Tech,CSE,7.5037663216545365
Male,MS,CND,9.650471509477336
Male,B.Tech,CHD,6.6341559587690355
Male,B.Tech,ECE,7.898320862021512
Male,MS,CND,7.70146935593986
Male,PhD,CND,8.277208838961323
Other,B.Tech,CND,4.335497158481253
Male,MS,ECE,7.9477289264820605
Male,B.Tech,ECE,7.908882462458786
Male,B.Tech,CSE,7.1880250133904955
Male,B.Tech,ECE,6.735053671915656
Female,B.Tech,CND,6.268354385138618
Male,B.Tech,CSE,7.856209306331381
Male,MS,CSE,7.938249083626043
Female,MS,CSE,7.44382100645727
Male,PhD,CHD,8.746877519987185
Male,B.Tech,ECE,5.306983231687915
Male,B.Tech,ECE,8.465587427160525
Female,B.Tech,CSE,8.409406287617582
Male,B.Tech,ECE,5.578988335837661
Male,B.Tech,ECE,6.939289596125166
Male,B.Tech,CSE,5.509916518755221
Male,MS,CSE,9.203942170375067
Male,B.Tech,CSE,7.631808857515688
Male,PhD,ECE,8.369829168995574
Male,B.Tech,CHD,6.233225100079473
Female,B.Tech,ECE,6.19477267257948
Male,B.Tech,CSE,5.304732851753546
Male,B.Tech,CSE,8.221619558587557
Male,B.Tech,ECE,5.762190392439811
Male,B.Tech,CSE,7.794570176497429
Male,MS,ECE,8.198452618388341
Male,PhD,CSE,8.404956218139208
Female,B.Tech,CSE,5.642749604554949
Female,B.Tech,CSE,8.365143502833325
Male,B.Tech,ECE,5.657006409939051
Female,MS,CHD,8.852163884240168
Male,MS,ECE,9.01223841468657
Male,B.Tech,CSE,6.67541145685503
Female,B.Tech,CND,6.52683359568794
Female,MS,CSE,7.998581180176544
Male,B.Tech,ECE,6.687508171555352
Female,B.Tech,CND,5.788789281088848
Male,B.Tech,ECE,6.468437222972323
Male,MS,CSE,6.773169205402247
Male,MS,CND,7.718464537566402
Female,B.Tech,ECE,7.160455549958565
Other,B.Tech,CSE,6.739840317958773
Female,B.Tech,ECE,7.094932403249883
Male,PhD,CND,8.276285508304731
Female,B.Tech,CSE,7.688422114886795
Female,B.Tech,ECE,7.823166627482671
Female,PhD,ECE,9.07060038388171
Female,B.Tech,ECE,6.842895492711881
Male,B.Tech,CSE,7.436151351801383
Male,B.Tech,ECE,6.7829348433333285
Male,B.Tech,ECE,8.011357125917778
Female,B.Tech,CND,7.6630699602100645
Male,B.Tech,ECE,6.491949125766009
Female,B.Tech,CSE,8.41923050642121
Male,B.Tech,ECE,6.433046844326584
Male,B.Tech,ECE,6.019609493033815
Male,B.Tech,CHD,8.081773089238226
Male,B.Tech,CHD,6.209005419028085
Male,MS,CHD,8.543602232842737
Female,PhD,CND,7.626482963868909
Male,PhD,CHD,7.963883201466362
Male,B.Tech,CSE,6.6877653917572895
Female,B.Tech,CHD,8.22313327395413
Male,MS,CSE,8.435871816260212
Male,B.Tech,ECE,5.736975035879047
Male,MS,ECE,7.702136339233136
Male,B.Tech,ECE,6.793587903788034
Male,B.Tech,ECE,5.800126511501833
Male,PhD,CHD,8.023702972143287
Female,MS,CHD,7.567638160040737
Female,B.Tech,ECE,7.127960305625596
Female,B.Tech,CSE,4.770936524635035
Male,B.Tech,ECE,8.35623794150348
Female,MS,CND,7.558514723861042
Male,B.Tech,CSE,8.03898009457567
Male,PhD,CND,8.471599380502036
Male,MS,CSE,8.143468061766612
Male,PhD,CND,8.329917821147914
Male,B.Tech,CHD,5.56072245085934
Male,B.Tech,CSE,7.803111747212048
Male,B.Tech,ECE,7.410827859743629
Female,B.Tech,CSE,6.606852373346408
Male,MS,CHD,9.215418359027613
Female,B.Tech,ECE,6.526515798894703
Male,MS,CSE,7.714075271198754
Female,B.Tech,CND,8.082466110497924
Female,MS,CND,8.064820702643496
Male,B.Tech,ECE,7.543964341140722
Male,B.Tech,ECE,7.741223336775442
Female,MS,CND,8.645732020027713
Male,B.Tech,ECE,6.854136964219037
Male,MS,CHD,7.859929201708226
Male,B.Tech,CSE,6.405869340331956
Male,B.Tech,CSE,6.302982032164217
Male,B.Tech,ECE,8.492383169836739
Male,MS,CND,8.247507315530331
Male,PhD,ECE,8.559270212362799
Male,MS,ECE,8.414590059904572
Male,B.Tech,CSE,7.698007563423089
Female,B.Tech,ECE,6.9218314988397704
Female,MS,CSE,8.673951903548609
Male,MS,ECE,8.478687721976724
Male,B.Tech,ECE,7.003957248334495
Male,B.Tech,ECE,7.636798895186764
Male,B.Tech,CSE,8.200458941421951
Male,PhD,CND,8.810785249593579
Male,B.Tech,CSE,8.431768542700059
Male,B.Tech,CSE,6.206049451516523
Female,B.Tech,CSE,7.421804642821189
Female,MS,ECE,7.768685424106673
Male,B.Tech,CSE,6.960659430299655
Female,B.Tech,ECE,6.925816394462412
Male,B.Tech,CHD,7.531060642667436
Female,B.Tech,ECE,8.157648240889305
Male,B.Tech,CND,6.9664569258487665
Male,B.Tech,CND,8.353174396282682
Female,PhD,CHD,7.637300679743157
Female,B.Tech,ECE,6.822466076848943
Female,B.Tech,ECE,8.16634836548684
Male,MS,CHD,8.569282357394577
Other,MS,CHD,6.874325574557019
Male,MS,CSE,8.317729291848382
Male,PhD,CHD,8.958287308864321
Male,B.Tech,CSE,5.790025528248815
Male,B.Tech,ECE,5.915250575880975
Male,B.Tech,CSE,7.197209120602222
Male,B.Tech,CND,6.8736865902029765
Female,B.Tech,CSE,6.844540615095927
Male,MS,CND,8.508522973811903
Male,B.Tech,CSE,6.447612286593594
Male,B.Tech,CSE,7.800903502806274
Male,MS,ECE,7.766126490499694
Male,MS,CHD,7.746473454748429
Male,MS,CSE,7.495301692214416
Female,B.Tech,CND,6.406602612051109
Male,MS,CHD,7.740973608911282
Male,B.Tech,CSE,6.193737061272508
Male,B.Tech,CND,8.353876392671934
Male,MS,ECE,8.080676375612509
Male,B.Tech,CND,9.406113991959906
Male,B.Tech,CSE,6.281799055963255
Female,B.Tech,ECE,7.009786938270715
Female,MS,CHD,7.517402930568049
Male,B.Tech,ECE,7.126091643173982
Male,MS,CSE,8.89147773836273
Male,B.Tech,CSE,5.212948678191328
Female,PhD,CSE,7.652396481636338
Female,B.Tech,CSE,7.690819856709702
Female,B.Tech,ECE,6.802463810757826
Male,B.Tech,CSE,6.768320091436534
Male,B.Tech,CSE,5.507026528353647
Female,B.Tech,CSE,7.516997567501992
Male,MS,CSE,8.948821997098943
Male,MS,ECE,8.345615367424823
Female,B.Tech,ECE,8.138808268744379
Female,MS,CND,7.510684409160487
Male,B.Tech,CSE,7.742874403617898
Male,B.Tech,ECE,8.526454748433135
Male,B.Tech,ECE,7.5579812897216225
Male,B.Tech,CSE,6.172305819088382
Male,MS,CHD,6.996945900403213
Male,B.Tech,CND,7.482720489206791
Female,B.Tech,CSE,5.855257812741708
Female,MS,CHD,8.36066109430948
Male,B.Tech,ECE,6.652921962521148
Female,B.Tech,ECE,7.051306482752702
Male,B.Tech,ECE,8.008267410672227
Female,MS,CSE,8.586784784111208
Male,B.Tech,CHD,7.112097729311893
Male,B.Tech,ECE,5.959302561837864
Female,PhD,CSE,8.294544300771475
Male,B.Tech,ECE,7.336308182174295
Female,MS,CSE,7.917062822356399
Female,B.Tech,ECE,8.05604877886803
Female,B.Tech,CSE,6.045344529437983
Male,MS,CND,7.560794074694673
Male,B.Tech,CSE,6.664654744476931
Female,B.Tech,ECE,6.8645008503748075
Female,B.Tech,ECE,7.519320222130218
Male,B.Tech,CSE,8.64500015255687
Male,MS,CHD,7.957364654275088
Female,B.Tech,CSE,8.271538533288199
Female,PhD,ECE,8.603311544066187
Female,B.Tech,ECE,6.827050006753915
Male,B.Tech,CSE,8.103781982015704
Male,B.Tech,CSE,7.105420478048042
Male,MS,CND,8.555287152657305
Male,B.Tech,CSE,6.822154013909481
Female,B.Tech,ECE,7.262329723355042
Male,B.Tech,CSE,5.673040696522302
Male,B.Tech,ECE,5.644878950496846
Male,B.Tech,CSE,6.4544602021207345
Female,PhD,CHD,8.467511256968734
Male,B.Tech,CSE,7.446855038591559
Male,B.Tech,CHD,6.174272543641723
Male,B.Tech,ECE,6.769119841710532
Male,B.Tech,ECE,7.3719698381153425
Male,B.Tech,CSE,6.671501078338538
Female,B.Tech,ECE,7.055216663103263
Female,B.Tech,CHD,7.124585033774051
Female,B.Tech,CSE,6.879227453403023
Male,MS,CHD,8.732238587405687
Female,PhD,CHD,7.993624825208408
Male,PhD,CND,8.304769799002198
Male,B.Tech,CSE,7.2740169068973355
Male,B.Tech,ECE,7.284058738977204
Female,B.Tech,CSE,4.933962715919691
Female,B.Tech,ECE,7.4475915215361095
Male,B.Tech,CND,7.9196349625557865
Female,B.Tech,ECE,8.14976633750798
Male,B.Tech,CSE,9.008608502668904
Male,B.Tech,CSE,7.254800273069717
Male,PhD,CHD,8.66237399254018
Female,B.Tech,CSE,8.057395072963246
Male,B.Tech,CSE,6.138028996056196
Male,B.Tech,CSE,6.628207575274961
Female,PhD,ECE,8.851453937732444
Male,B.Tech,ECE,7.30201993097727
Female,B.Tech,ECE,7.274927132057448
Female,B.Tech,CSE,6.5811831824132
Male,PhD,CND,8.132588051325001
Female,B.Tech,ECE,6.466376321095726
Male,B.Tech,CND,8.474972484446614
Male,B.Tech,CSE,7.024694985335722
Female,B.Tech,CND,6.0114417443980255
Female,MS,ECE,7.198116769592637
Male,MS,CSE,8.044438775115935
Male,B.Tech,CND,5.793181632031002
Female,MS,CHD,7.336820268723497
Female,B.Tech,CHD,7.095714708748997
Female,B.Tech,ECE,6.92926493472179
Female,B.Tech,ECE,6.758900889023252
Male,B.Tech,ECE,6.520830760124214
Male,MS,ECE,8.087087108457034
Female,B.Tech,ECE,8.510814941730494
Male,PhD,CND,8.281370750758597
Male,B.Tech,ECE,7.032912184265668
Male,B.Tech,CSE,8.47552980384535
Female,B.Tech,CSE,8.58200172770864
Male,B.Tech,CSE,7.901940471607413
Male,B.Tech,CSE,7.191688703614882
Male,B.Tech,ECE,7.713131106163341
Other,MS,CND,7.004701693709462
Male,B.Tech,CHD,7.982112302168323
Male,MS,CHD,8.33309068229538
Female,B.Tech,ECE,6.986129782183005
Male,B.Tech,CND,7.536994020766031
Male,B.Tech,ECE,6.545824360827238
Male,B.Tech,ECE,8.129026846782978
Male,B.Tech,ECE,8.786422901226333
Female,PhD,ECE,8.301940596573527
Male,B.Tech,ECE,8.077199110720075
Male,B.Tech,ECE,6.775173537957946
Male,PhD,CND,8.160510967233265
Female,B.Tech,CSE,7.900391463434954
Male,B.Tech,CSE,7.333233285994019
Male,B.Tech,CSE,7.93407997981976
Male,B.Tech,CSE,7.356994675274666
Male,B.Tech,CSE,7.79736863324335
Female,PhD,ECE,9.07608766378989
Male,B.Tech,ECE,5.672114597239876
Female,B.Tech,ECE,7.74320760931539
Female,B.Tech,ECE,4.94593424589489
Male,MS,CSE,7.680558604710605
Male,B.Tech,CSE,4.400713795182872
Male,B.Tech,CSE,6.639756382445956
Male,B.Tech,CSE,7.227710310529113
Male,B.Tech,CSE,8.414959029623498
Female,B.Tech,CND,4.649729195930817
Male,MS,CND,9.2061237962072
Male,MS,ECE,8.087205462875401
Female,MS,CSE,6.129778897241589
Female,B.Tech,ECE,7.098448339786117
Female,B.Tech,CND,7.509889091607092
Female,B.Tech,CND,6.747201971186584
Female,B.Tech,ECE,8.572844868053094
Male,MS,CSE,7.454079210706694
Female,MS,ECE,7.457197838764531
Female,B.Tech,ECE,7.520251775397521
Male,PhD,CSE,8.402281218614938
Male,B.Tech,CSE,4.667342600151235
Male,MS,CND,6.864621076163791
Male,PhD,CSE,9.341184758996857
Male,B.Tech,CSE,8.656050170328175
Male,B.Tech,ECE,8.293290862435537
Female,B.Tech,ECE,6.823162627844672
Female,MS,CND,7.000559787950967
Male,B.Tech,CHD,8.295848363976742
Female,B.Tech,ECE,7.515136188544638
Female,B.Tech,ECE,7.7157275464287345
Male,PhD,CSE,8.74442395493027
Male,PhD,CSE,7.810601659506218
Male,B.Tech,ECE,6.051783800181275
Male,B.Tech,ECE,7.452595438858543
Male,B.Tech,CHD,6.182235971119198
Male,B.Tech,CND,7.189984295407153
Female,MS,CND,7.347382593442693
Male,B.Tech,ECE,7.015503609185746
Male,MS,CND,8.722109444954476
Female,MS,ECE,8.938321979481147
Male,B.Tech,CND,8.26537456519826
Male,B.Tech,CHD,7.9041101584569375
Female,B.Tech,ECE,7.228791088180097
Male,B.Tech,ECE,7.659228393038148
Other,B.Tech,ECE,5.461393868611832
Female,MS,CND,7.6612009898525635
Male,B.Tech,CSE,4.5451718627864
Female,B.Tech,ECE,8.369138141405823
Female,B.Tech,CSE,7.68904261501701
Female,B.Tech,CND,8.026486745473333
Male,B.Tech,ECE,7.570797765773386
Male,B.Tech,CSE,8.585697991831504
Other,PhD,ECE,8.366735103381787
Female,B.Tech,ECE,7.296219036724995
Male,B.Tech,CHD,8.164025486051639
Female,MS,ECE,6.910442090134655
Female,B.Tech,CHD,6.924804878390038
Male,MS,ECE,8.202712382540255
Female,B.Tech,ECE,5.898706986483447
Female,B.Tech,CSE,8.120037311554917
Female,B.Tech,ECE,7.737116303979143
Male,PhD,CHD,7.580128451333145
Female,B.Tech,CSE,7.322578372268238
Male,B.Tech,ECE,7.429276021888018
Male,B.Tech,ECE,7.330215767156926
Female,B.Tech,ECE,7.976812516027574
Male,B.Tech,ECE,7.326744822413556
Male,B.Tech,ECE,7.666316810436879
Female,B.Tech,ECE,5.25094171135746
Male,B.Tech,CSE,6.984781444613227
Male,B.Tech,CHD,8.727601824013568
Male,B.Tech,CSE,6.874702077235744
Male,B.Tech,CSE,6.493664234434663
Male,B.Tech,CSE,5.639523121665215
Female,MS,CSE,7.322403523918701
Male,B.Tech,CSE,6.9232257161103
Female,PhD,CHD,8.28877433434611
Female,B.Tech,ECE,7.850131326987888
Male,MS,CND,7.756623136499424
Male,B.Tech,CSE,7.0842055556056565
Male,MS,CND,7.111683064544952
Male,B.Tech,CHD,7.757711880102067
Male,B.Tech,CSE,7.54388935548304
Male,B.Tech,ECE,7.7471308507460925
Female,B.Tech,ECE,5.951459085949169
Male,MS,CSE,9.058874497754275
Male,B.Tech,ECE,7.904156076692035
Female,B.Tech,ECE,8.569147795293127
Male,B.Tech,CSE,5.024368870238064
Male,B.Tech,CND,6.461504708797317
Male,MS,CHD,8.942081989768136
Male,B.Tech,CSE,7.04065635202987
Male,B.Tech,ECE,5.206192469407963
Male,PhD,CND,7.875366496769269
Male,B.Tech,CND,4.217798239339805
Male,B.Tech,CHD,8.18497991659429
Female,B.Tech,CHD,8.561071128399927
Female,B.Tech,CSE,6.825212060214476
Male,B.Tech,ECE,6.917041455893005
Female,MS,ECE,7.834540358231444
Female,PhD,ECE,8.644236393868137
Male,B.Tech,CSE,6.323068049055313
Male,B.Tech,CND,7.492428422089364
Male,MS,CND,7.847386977844783
Male,B.Tech,CSE,7.101102864753684
Male,PhD,CSE,8.39155138219347
Male,B.Tech,ECE,7.11870022096477
Male,B.Tech,CND,7.966958513980944
Male,B.Tech,CSE,6.810180116879118
Female,B.Tech,ECE,7.498594326466189
Female,B.Tech,ECE,4.672688569716139
Male,PhD,ECE,8.354480492776485
Male,B.Tech,CSE,7.441848011632069
Male,B.Tech,ECE,7.078456268626248
Female,B.Tech,ECE,7.197786766788194
Female,MS,CSE,7.973848488976761
Male,B.Tech,ECE,5.958144615669303
Female,B.Tech,CSE,5.194477523895745
Male,B.Tech,ECE,7.471896975406081
Male,B.Tech,ECE,7.65267547222325
Female,B.Tech,ECE,8.786537504342316
Male,MS,CHD,9.764734470903093
Female,B.Tech,CND,7.803335829280552
Female,B.Tech,ECE,6.804192091644636
Male,B.Tech,ECE,7.301122571949253
Male,B.Tech,CSE,4.731939643295277
Female,B.Tech,CSE,5.733766811797739
Male,B.Tech,CSE,7.02355787264791
Male,B.Tech,ECE,6.359520698486328
Female,B.Tech,CSE,5.9432796290076055
Female,B.Tech,CSE,5.216741178686409
Female,MS,ECE,8.302507295724718
Female,B.Tech,CSE,7.252280245670016
Male,PhD,CSE,7.676758801411848
Female,B.Tech,ECE,7.220382284753313
Male,B.Tech,ECE,7.0879610206350545
Male,B.Tech,CSE,7.783024786020912
Male,B.Tech,ECE,7.213705264583612
Male,MS,CHD,8.115350473596685
Male,B.Tech,CSE,8.251685125453498
Male,MS,CSE,7.948077904032373
Male,MS,ECE,8.265571076395767
Male,B.Tech,CHD,8.711737051871765
Male,B.Tech,ECE,8.438042431352802
Female,B.Tech,CND,7.500937378773407
Male,B.Tech,ECE,6.112151136451172
Male,B.Tech,ECE,6.413894003734584
Other,B.Tech,CSE,5.5090273520559885
Female,B.Tech,CSE,6.033733052865636
Male,PhD,ECE,7.962675039565315
Male,B.Tech,CSE,6.398950410555477
Male,B.Tech,CND,7.074487441372617
Male,B.Tech,CSE,4.91389745736206
Male,B.Tech,CSE,8.951703411445223
Male,B.Tech,ECE,6.073847858253835
Male,B.Tech,CSE,8.76862718770785
Male,B.Tech,CHD,6.1188347383071005
Female,MS,ECE,8.39020519190215
Male,B.Tech,ECE,7.84831960822248
Male,B.Tech,CSE,6.139800904209983
Male,B.Tech,CSE,5.805368023522991
Female,B.Tech,CSE,8.242439666270382
Female,B.Tech,ECE,6.821424598001757
Male,B.Tech,ECE,7.210891127992449
Male,B.Tech,ECE,5.953865403811583
Male,B.Tech,ECE,9.50708976801309
Female,B.Tech,ECE,7.773904739746828
Male,B.Tech,CHD,6.451622445236753
Male,B.Tech,ECE,7.032801694276341
Male,B.Tech,ECE,4.7683738954230375
Female,B.Tech,ECE,4.736697166530183
Male,B.Tech,CHD,7.462671784169187
Male,B.Tech,CSE,7.258048232292442
Male,B.Tech,CSE,6.1818021415584905
Female,B.Tech,CSE,7.301506464330008
Male,MS,ECE,8.723034854725658
Male,B.Tech,CHD,5.393176512479519
Male,B.Tech,ECE,7.931076760635204
Male,MS,ECE,8.54932371654316
Female,B.Tech,ECE,6.085357600897102
Female,B.Tech,ECE,8.662738778005448
Female,B.Tech,ECE,6.922742161646132
Male,MS,CND,7.87948566027145
Male,MS,ECE,7.39514917570153
Male,MS,ECE,8.531583487931094
Male,B.Tech,ECE,8.553543409355992
Male,MS,CHD,8.663142048630588
Male,PhD,ECE,7.446137861862452
Male,B.Tech,ECE,5.831768985544396
Female,B.Tech,CND,6.518868063466715
Male,MS,ECE,8.416911929559488
Female,B.Tech,CSE,8.311823954385872
Female,B.Tech,CSE,7.4381279096456945
Male,B.Tech,CND,7.375444107785316
Male,B.Tech,CSE,8.339690775870192
Other,B.Tech,CSE,8.099088823612297
Male,B.Tech,ECE,6.954296013790507
Male,B.Tech,ECE,4.797089623689036
Male,B.Tech,ECE,5.944162698405102
Other,B.Tech,ECE,6.862924205529919
Male,PhD,CHD,8.923202674126278
Female,B.Tech,ECE,7.250425275234398
Male,B.Tech,CHD,7.237320776414407
Female,MS,CSE,6.97038752287064
Male,B.Tech,CSE,7.373565734117189
Male,B.Tech,CSE,6.6137908469936395
Male,MS,ECE,7.564281141347795
Male,B.Tech,ECE,8.317631497772027
Male,B.Tech,CSE,8.315309833628854
Female,B.Tech,ECE,7.172315134832687
Female,B.Tech,CND,7.384854488392758
Female,B.Tech,CHD,6.53701214406273
Male,PhD,CHD,8.148426203293852
Male,B.Tech,CSE,6.01542921086683
Male,B.Tech,CSE,9.642973797598179
Male,B.Tech,ECE,6.1627575714567
Female,MS,CSE,6.684186942628272
Male,MS,CSE,7.6872918512094115
Male,PhD,ECE,7.866828465206841
Female,MS,ECE,8.876377498762746
